HOG	OG	Gene Tree Parent Clade	Canislupusfamiliaris	Homosapiens	Macacafascicularis	Musmusculus	Rattusnorvegicus
N0.HOG0012625	OG0011444	n0	ENSCAFG00000031111.2	ENSG00000140025.16	ENSMFAG00000044369.1	ENSMUSG00000021176.6	ENSRNOG00000053317.1
N0.HOG0012626	OG0011445	n0	ENSCAFG00000010152.4	ENSG00000134343.14	ENSMFAG00000032443.1	ENSMUSG00000074968.11	ENSRNOG00000004731.7
N0.HOG0012627	OG0011446	n0	ENSCAFG00000013863.4	ENSG00000103888.17	ENSMFAG00000031330.1	ENSMUSG00000052353.13	ENSRNOG00000012442.6
N0.HOG0012628	OG0011447	n0	ENSCAFG00000009758.4	ENSG00000173218.15	ENSMFAG00000000860.1	ENSMUSG00000027860.15	ENSRNOG00000016477.7
N0.HOG0012629	OG0011448	n0	ENSCAFG00000023693.4	ENSG00000118492.17	ENSMFAG00000035662.1	ENSMUSG00000050994.20	ENSRNOG00000042741.4
N0.HOG0012630	OG0011449	n0	ENSCAFG00000023427.3	ENSG00000152049.6	ENSMFAG00000003011.1	ENSMUSG00000047330.8	ENSRNOG00000048478.2
N0.HOG0012631	OG0011450	n0	ENSCAFG00000016039.4	ENSG00000143801.17	ENSMFAG00000000107.1	ENSMUSG00000010609.15	ENSRNOG00000002879.7
N0.HOG0012632	OG0011451	n0	ENSCAFG00000030902.1	ENSG00000213186.8	ENSMFAG00000045911.1	ENSMUSG00000034317.14	ENSRNOG00000010515.3
N0.HOG0012633	OG0011452	n0	ENSCAFG00000005263.5	ENSG00000158636.16	ENSMFAG00000041695.1	ENSMUSG00000035401.9	ENSRNOG00000015560.8
N0.HOG0012634	OG0011453	n0	ENSCAFG00000015738.4	ENSG00000173040.13	ENSMFAG00000037744.1	ENSMUSG00000050248.11	ENSRNOG00000007025.7
N0.HOG0012635	OG0011454	n0	ENSCAFG00000005337.4	ENSG00000147408.14	ENSMFAG00000045019.1	ENSMUSG00000036356.15	ENSRNOG00000013024.5
N0.HOG0012636	OG0011455	n0	ENSCAFG00000004774.5	ENSG00000177728.17	ENSMFAG00000003142.1	ENSMUSG00000020747.18	ENSRNOG00000004032.7
N0.HOG0012637	OG0011456	n0	ENSCAFG00000012409.4	ENSG00000100441.10	ENSMFAG00000001200.1	ENSMUSG00000047153.4	ENSRNOG00000020506.6
N0.HOG0012638	OG0011457	n0	ENSCAFG00000001792.5	ENSG00000064042.18	ENSMFAG00000044234.1	ENSMUSG00000037736.20	ENSRNOG00000002318.6
N0.HOG0012639	OG0011458	n0	ENSCAFG00000018868.5	ENSG00000196535.16	ENSMFAG00000036928.1	ENSMUSG00000000631.20	ENSRNOG00000033101.5
N0.HOG0012640	OG0011459	n0	ENSCAFG00000016677.4	ENSG00000109805.10	ENSMFAG00000000798.1	ENSMUSG00000015880.13	ENSRNOG00000038572.4
N0.HOG0012641	OG0011460	n0	ENSCAFG00000007113.6	ENSG00000078674.18	ENSMFAG00000030579.1	ENSMUSG00000031592.10	ENSRNOG00000010155.7
N0.HOG0012642	OG0011461	n0	ENSCAFG00000020370.6	ENSG00000135723.14	ENSMFAG00000046038.1	ENSMUSG00000014778.10	ENSRNOG00000054625.1
N0.HOG0012643	OG0011462	n0	ENSCAFG00000017144.4	ENSG00000071246.11	ENSMFAG00000032260.1	ENSMUSG00000021256.5	ENSRNOG00000010457.6
N0.HOG0012644	OG0011463	n0	ENSCAFG00000018075.4	ENSG00000131323.16	ENSMFAG00000045167.1	ENSMUSG00000021277.16	ENSRNOG00000008145.7
N0.HOG0012645	OG0011464	n0	ENSCAFG00000016105.5	ENSG00000157796.18	ENSMFAG00000001104.1	ENSMUSG00000037890.13	ENSRNOG00000002932.6
N0.HOG0012646	OG0011465	n0	ENSCAFG00000001862.4	ENSG00000182348.7	ENSMFAG00000044325.1	ENSMUSG00000092094.5	ENSRNOG00000031306.4
N0.HOG0012647	OG0011466	n0	ENSCAFG00000019565.4	ENSG00000103249.18	ENSMFAG00000031886.1	ENSMUSG00000036636.10	ENSRNOG00000016976.3
N0.HOG0012648	OG0011467	n0	ENSCAFG00000015545.4	ENSG00000101945.17	ENSMFAG00000042131.1	ENSMUSG00000039231.18	ENSRNOG00000039576.3
N0.HOG0012649	OG0011468	n0	ENSCAFG00000009933.4	ENSG00000165973.19	ENSMFAG00000035840.1	ENSMUSG00000055409.14	ENSRNOG00000015675.7
N0.HOG0012650	OG0011469	n0	ENSCAFG00000000323.5	ENSG00000135655.16	ENSMFAG00000000078.1	ENSMUSG00000020124.10	ENSRNOG00000023202.6
N0.HOG0012651	OG0011470	n0	ENSCAFG00000004140.5	ENSG00000118160.14	ENSMFAG00000037527.1	ENSMUSG00000030376.8	ENSRNOG00000001492.7
N0.HOG0012652	OG0011471	n0	ENSCAFG00000009739.4	ENSG00000134259.5	ENSMFAG00000040215.1	ENSMUSG00000027859.10	ENSRNOG00000016571.6
N0.HOG0012653	OG0011472	n0	ENSCAFG00000012671.4	ENSG00000158022.7	ENSMFAG00000031920.1	ENSMUSG00000028834.13	ENSRNOG00000016543.7
N0.HOG0012654	OG0011473	n0	ENSCAFG00000011242.2, ENSCAFG00000041975.1		ENSMFAG00000013789.1	ENSMUSG00000066749.3	ENSRNOG00000051184.1
N0.HOG0012655	OG0011474	n0	ENSCAFG00000004837.4	ENSG00000266714.9	ENSMFAG00000039726.1	ENSMUSG00000034427.17	ENSRNOG00000042445.3
N0.HOG0012656	OG0011475	n0	ENSCAFG00000002072.5	ENSG00000106686.16	ENSMFAG00000032285.1	ENSMUSG00000064202.15	ENSRNOG00000015137.4
N0.HOG0012657	OG0011476	n0	ENSCAFG00000048854.1	ENSG00000117899.11	ENSMFAG00000037568.1	ENSMUSG00000038503.15	ENSRNOG00000012366.6
N0.HOG0012658	OG0011477	n0	ENSCAFG00000013730.5	ENSG00000166682.13	ENSMFAG00000044108.1	ENSMUSG00000032268.13	ENSRNOG00000008058.7
N0.HOG0012659	OG0011478	n0	ENSCAFG00000019717.4	ENSG00000172270.20	ENSMFAG00000040111.1	ENSMUSG00000023175.15	ENSRNOG00000008414.8
N0.HOG0012660	OG0011479	n0	ENSCAFG00000005243.4	ENSG00000137507.11	ENSMFAG00000039295.1	ENSMUSG00000090958.2	ENSRNOG00000015310.7
N0.HOG0012661	OG0011480	n0	ENSCAFG00000018363.5	ENSG00000175556.17	ENSMFAG00000043034.1	ENSMUSG00000016239.11	ENSRNOG00000013092.7
N0.HOG0012662	OG0011481	n0	ENSCAFG00000007448.4	ENSG00000184349.13	ENSMFAG00000000459.1	ENSMUSG00000048915.12	ENSRNOG00000034177.4
N0.HOG0012663	OG0011482	n0	ENSCAFG00000019347.4	ENSG00000213977.8	ENSMFAG00000036540.1	ENSMUSG00000040158.12	ENSRNOG00000019357.8
N0.HOG0012664	OG0011483	n0	ENSCAFG00000010298.4	ENSG00000163485.17	ENSMFAG00000035176.1	ENSMUSG00000042429.8	ENSRNOG00000003442.3
N0.HOG0012665	OG0011484	n0	ENSCAFG00000029733.2	ENSG00000156990.14	ENSMFAG00000032407.1	ENSMUSG00000051169.14	ENSRNOG00000009084.6
N0.HOG0012666	OG0011485	n0	ENSCAFG00000028667.2	ENSG00000139899.11	ENSMFAG00000001596.1	ENSMUSG00000040380.14	ENSRNOG00000020503.4
N0.HOG0012667	OG0011486	n0	ENSCAFG00000009856.4	ENSG00000165970.12	ENSMFAG00000040202.1	ENSMUSG00000039728.15	ENSRNOG00000031662.4
N0.HOG0012668	OG0011487	n0	ENSCAFG00000005856.5	ENSG00000182621.18	ENSMFAG00000043247.1	ENSMUSG00000051177.16	ENSRNOG00000004810.8
N0.HOG0012669	OG0011488	n0	ENSCAFG00000006963.4	ENSG00000094914.14	ENSMFAG00000039804.1	ENSMUSG00000036678.8	ENSRNOG00000013445.6
N0.HOG0012670	OG0011489	n0	ENSCAFG00000003494.5	ENSG00000002746.15	ENSMFAG00000003543.1	ENSMUSG00000021301.9	ENSRNOG00000016046.7
N0.HOG0012671	OG0011490	n0	ENSCAFG00000003568.4	ENSG00000169169.15	ENSMFAG00000039271.1	ENSMUSG00000007783.10	ENSRNOG00000026163.4
N0.HOG0012672	OG0011491	n0	ENSCAFG00000042405.1	ENSG00000204323.5	ENSMFAG00000034483.1	ENSMUSG00000048442.15	ENSRNOG00000049642.2
N0.HOG0012673	OG0011492	n0	ENSCAFG00000017513.5	ENSG00000108389.9	ENSMFAG00000036523.1	ENSMUSG00000018401.17	ENSRNOG00000007496.7
N0.HOG0012674	OG0011493	n0	ENSCAFG00000005879.4	ENSG00000154814.14	ENSMFAG00000043666.1	ENSMUSG00000021906.14	ENSRNOG00000019760.6
N0.HOG0012675	OG0011494	n0	ENSCAFG00000010526.4	ENSG00000182263.14	ENSMFAG00000039869.1	ENSMUSG00000075324.13	ENSRNOG00000004679.6
N0.HOG0012676	OG0011495	n0	ENSCAFG00000012655.4	ENSG00000175087.10	ENSMFAG00000044260.1	ENSMUSG00000050890.15	ENSRNOG00000016536.4
N0.HOG0012677	OG0011496	n0	ENSCAFG00000000876.4	ENSG00000138964.17	ENSMFAG00000031242.1	ENSMUSG00000022439.9	ENSRNOG00000052064.1
N0.HOG0012678	OG0011497	n0	ENSCAFG00000004121.4	ENSG00000118162.14	ENSMFAG00000039746.1	ENSMUSG00000006021.5	ENSRNOG00000001493.6
N0.HOG0012679	OG0011498	n0	ENSCAFG00000029353.2	ENSG00000206535.8	ENSMFAG00000001678.1	ENSMUSG00000109588.1	ENSRNOG00000039649.5
N0.HOG0012680	OG0011499	n0	ENSCAFG00000000093.4	ENSG00000183287.14	ENSMFAG00000045721.1	ENSMUSG00000046318.16	ENSRNOG00000024536.7
N0.HOG0012681	OG0011500	n0	ENSCAFG00000011348.5	ENSG00000169129.15	ENSMFAG00000002810.1	ENSMUSG00000025083.18	ENSRNOG00000017164.8
N0.HOG0012682	OG0011501	n0	ENSCAFG00000013684.4	ENSG00000115020.17	ENSMFAG00000041669.1	ENSMUSG00000025949.16	ENSRNOG00000015158.8
N0.HOG0012683	OG0011502	n0	ENSCAFG00000001781.4	ENSG00000109501.14	ENSMFAG00000040639.1	ENSMUSG00000039474.13	ENSRNOG00000005108.6
N0.HOG0012684	OG0011503	n0	ENSCAFG00000010135.4	ENSG00000187398.12	ENSMFAG00000042111.1	ENSMUSG00000063297.7	ENSRNOG00000021507.7
N0.HOG0012685	OG0011504	n0	ENSCAFG00000012651.5	ENSG00000197245.6	ENSMFAG00000029470.1	ENSMUSG00000050105.5	ENSRNOG00000016491.4
N0.HOG0012686	OG0011505	n0	ENSCAFG00000002334.4	ENSG00000165304.8	ENSMFAG00000039640.1	ENSMUSG00000035683.13	ENSRNOG00000013598.6
N0.HOG0012687	OG0011506	n0	ENSCAFG00000002463.4	ENSG00000115970.18	ENSMFAG00000015722.1	ENSMUSG00000024251.10	ENSRNOG00000025899.6
N0.HOG0012688	OG0011507	n0	ENSCAFG00000031348.2	ENSG00000251692.7	ENSMFAG00000031460.1	ENSMUSG00000044172.7	ENSRNOG00000060934.1
N0.HOG0012689	OG0011508	n0	ENSCAFG00000015519.5	ENSG00000015285.11	ENSMFAG00000034169.1	ENSMUSG00000031165.6	ENSRNOG00000031058.6
N0.HOG0012690	OG0011509	n0	ENSCAFG00000011997.6	ENSG00000117597.18	ENSMFAG00000001353.1	ENSMUSG00000016181.9	ENSRNOG00000004789.7
N0.HOG0012691	OG0011510	n0	ENSCAFG00000025598.3	ENSG00000136273.13	ENSMFAG00000000144.1	ENSMUSG00000020413.11	ENSRNOG00000005141.7
N0.HOG0012692	OG0011511	n0	ENSCAFG00000004365.5	ENSG00000136754.17	ENSMFAG00000031700.1	ENSMUSG00000058835.14	ENSRNOG00000031325.5
N0.HOG0012693	OG0011512	n0	ENSCAFG00000004038.4	ENSG00000064393.16	ENSMFAG00000001456.1	ENSMUSG00000061436.15	ENSRNOG00000007034.6
N0.HOG0012694	OG0011513	n0	ENSCAFG00000013849.4	ENSG00000156206.14	ENSMFAG00000039949.1	ENSMUSG00000011154.17	ENSRNOG00000012301.5
N0.HOG0012695	OG0011514	n0	ENSCAFG00000000157.5	ENSG00000187323.12	ENSMFAG00000033415.1	ENSMUSG00000060534.16	ENSRNOG00000033099.5
N0.HOG0012696	OG0011515	n0	ENSCAFG00000032565.2	ENSG00000198673.10	ENSMFAG00000039199.1	ENSMUSG00000044071.9	ENSRNOG00000004180.5
N0.HOG0012697	OG0011516	n0	ENSCAFG00000001623.5	ENSG00000155886.11	ENSMFAG00000031682.1	ENSMUSG00000037996.17	ENSRNOG00000008169.6
N0.HOG0012698	OG0011517	n0	ENSCAFG00000003894.4	ENSG00000150054.18	ENSMFAG00000044798.1	ENSMUSG00000057440.8	ENSRNOG00000018760.7
N0.HOG0012699	OG0011518	n0	ENSCAFG00000001751.5	ENSG00000119121.22	ENSMFAG00000042901.1	ENSMUSG00000024727.9	ENSRNOG00000013053.7
N0.HOG0012700	OG0011519	n0	ENSCAFG00000013807.4	ENSG00000147027.4	ENSMFAG00000000603.1	ENSMUSG00000025666.16	ENSRNOG00000030418.3
N0.HOG0012701	OG0011520	n0	ENSCAFG00000001752.4	ENSG00000185666.15	ENSMFAG00000032224.1	ENSMUSG00000059602.14	ENSRNOG00000026866.6
N0.HOG0012702	OG0011521	n0	ENSCAFG00000004526.6	ENSG00000136152.15	ENSMFAG00000033101.1	ENSMUSG00000034893.9	ENSRNOG00000000155.6
N0.HOG0012703	OG0011522	n0	ENSCAFG00000016279.5	ENSG00000132906.18	ENSMFAG00000044632.1	ENSMUSG00000028914.13	ENSRNOG00000012944.7
N0.HOG0012704	OG0011523	n0	ENSCAFG00000003080.4	ENSG00000135336.15	ENSMFAG00000041907.1	ENSMUSG00000040044.11	ENSRNOG00000008314.5
N0.HOG0012705	OG0011524	n0	ENSCAFG00000016557.5	ENSG00000081177.18	ENSMFAG00000041413.1	ENSMUSG00000032705.9	ENSRNOG00000027707.5
N0.HOG0012706	OG0011525	n0	ENSCAFG00000002031.4	ENSG00000184178.16	ENSMFAG00000042186.1	ENSMUSG00000062110.14	ENSRNOG00000026828.5
N0.HOG0012707	OG0011526	n0	ENSCAFG00000028962.2	ENSG00000183032.12	ENSMFAG00000044432.1	ENSMUSG00000035472.14	ENSRNOG00000008931.6
N0.HOG0012708	OG0011527	n0	ENSCAFG00000012130.5	ENSG00000003402.20	ENSMFAG00000042284.1	ENSMUSG00000026031.15	ENSRNOG00000012473.5
N0.HOG0012709	OG0011528	n0	ENSCAFG00000018394.2	ENSG00000185305.11	ENSMFAG00000028679.1	ENSMUSG00000042348.10	ENSRNOG00000011105.8
N0.HOG0012710	OG0011529	n0	ENSCAFG00000017141.6	ENSG00000119715.15	ENSMFAG00000000926.1	ENSMUSG00000021255.17	ENSRNOG00000010259.4
N0.HOG0012711	OG0011530	n0	ENSCAFG00000016672.4	ENSG00000178177.16	ENSMFAG00000043664.1	ENSMUSG00000015882.18	ENSRNOG00000003787.8
N0.HOG0012712	OG0011531	n0	ENSCAFG00000006598.4	ENSG00000104738.18	ENSMFAG00000035531.1	ENSMUSG00000022673.5	ENSRNOG00000001833.6
N0.HOG0012713	OG0011532	n0	ENSCAFG00000016068.4	ENSG00000035928.16	ENSMFAG00000041957.1	ENSMUSG00000029191.16	ENSRNOG00000002855.7
N0.HOG0012714	OG0011533	n0	ENSCAFG00000038910.2	ENSG00000282872.2	ENSMFAG00000023073.1	ENSMUSG00000108398.1	ENSRNOG00000054734.1
N0.HOG0012715	OG0011534	n0	ENSCAFG00000025559.3	ENSG00000170374.6	ENSMFAG00000000985.1	ENSMUSG00000060284.7	ENSRNOG00000014082.4
N0.HOG0012716	OG0011535	n0	ENSCAFG00000019161.4	ENSG00000011677.13	ENSMFAG00000003816.1	ENSMUSG00000031343.13	ENSRNOG00000056558.1
N0.HOG0012717	OG0011536	n0	ENSCAFG00000010104.5	ENSG00000214013.9	ENSMFAG00000042444.1	ENSMUSG00000062646.12	ENSRNOG00000024563.4
N0.HOG0012718	OG0011537	n0	ENSCAFG00000020376.4	ENSG00000036549.13	ENSMFAG00000043408.1	ENSMUSG00000039068.16	ENSRNOG00000050321.2
N0.HOG0012719	OG0011538	n0	ENSCAFG00000005330.3	ENSG00000104611.12	ENSMFAG00000007156.1	ENSMUSG00000053886.4	ENSRNOG00000013541.5
N0.HOG0012720	OG0011539	n0	ENSCAFG00000029045.2	ENSG00000123983.14	ENSMFAG00000043391.1	ENSMUSG00000032883.15	ENSRNOG00000014718.2
N0.HOG0012721	OG0011540	n0	ENSCAFG00000012390.5	ENSG00000205978.6	ENSMFAG00000042133.1	ENSMUSG00000075592.10	ENSRNOG00000048431.2
N0.HOG0012722	OG0011541	n0	ENSCAFG00000019549.5	ENSG00000100726.15	ENSMFAG00000037116.1	ENSMUSG00000024170.15	ENSRNOG00000016774.6
N0.HOG0012723	OG0011542	n0	ENSCAFG00000028588.2	ENSG00000204979.8	ENSMFAG00000042213.1	ENSMUSG00000057240.14	ENSRNOG00000033714.6
N0.HOG0012724	OG0011543	n0	ENSCAFG00000003276.4	ENSG00000169604.19	ENSMFAG00000044025.1	ENSMUSG00000033420.12	ENSRNOG00000008678.5
N0.HOG0012725	OG0011544	n0	ENSCAFG00000012972.4	ENSG00000111339.12	ENSMFAG00000045038.1	ENSMUSG00000030217.2	ENSRNOG00000005670.5
N0.HOG0012726	OG0011545	n0	ENSCAFG00000015684.4	ENSG00000106346.11	ENSMFAG00000000530.1	ENSMUSG00000051306.7	ENSRNOG00000001059.6
N0.HOG0012727	OG0011546	n0	ENSCAFG00000013266.4	ENSG00000163904.13	ENSMFAG00000002841.1	ENSMUSG00000022855.9	ENSRNOG00000001773.7
N0.HOG0012728	OG0011547	n0	ENSCAFG00000015725.4	ENSG00000152953.13	ENSMFAG00000046080.1	ENSMUSG00000029123.8	ENSRNOG00000031397.5
N0.HOG0012729	OG0011548	n0	ENSCAFG00000010719.6	ENSG00000012171.20	ENSMFAG00000043386.1	ENSMUSG00000057969.15	ENSRNOG00000016512.6
N0.HOG0012730	OG0011549	n0	ENSCAFG00000019345.4	ENSG00000040531.16	ENSMFAG00000041055.1	ENSMUSG00000005949.9	ENSRNOG00000028688.7
N0.HOG0012731	OG0011550	n0	ENSCAFG00000019975.4	ENSG00000136878.14	ENSMFAG00000001850.1	ENSMUSG00000026854.16	ENSRNOG00000007710.7
N0.HOG0012732	OG0011551	n0	ENSCAFG00000005128.3	ENSG00000168032.10	ENSMFAG00000004057.1	ENSMUSG00000041608.8	ENSRNOG00000018982.5
N0.HOG0012733	OG0011552	n0	ENSCAFG00000011172.5	ENSG00000163430.12	ENSMFAG00000036133.1	ENSMUSG00000022816.11	ENSRNOG00000002746.7
N0.HOG0012734	OG0011553	n0	ENSCAFG00000017557.3	ENSG00000197956.10	ENSMFAG00000032857.1	ENSMUSG00000001025.8	ENSRNOG00000011647.5
N0.HOG0012735	OG0011554	n0	ENSCAFG00000010812.5	ENSG00000124151.19	ENSMFAG00000037078.1	ENSMUSG00000027678.17	ENSRNOG00000005616.8
N0.HOG0012736	OG0011555	n0	ENSCAFG00000018883.4	ENSG00000179761.12	ENSMFAG00000027393.1	ENSMUSG00000017453.4	ENSRNOG00000008798.7
N0.HOG0012737	OG0011556	n0	ENSCAFG00000009732.4	ENSG00000134198.10	ENSMFAG00000039698.1	ENSMUSG00000027858.13	ENSRNOG00000023338.5
N0.HOG0012738	OG0011557	n0	ENSCAFG00000002214.4	ENSG00000065308.5	ENSMFAG00000042433.1	ENSMUSG00000041779.5	ENSRNOG00000013046.7
N0.HOG0012739	OG0011558	n0	ENSCAFG00000005266.4	ENSG00000187288.11	ENSMFAG00000031714.1	ENSMUSG00000030278.11	ENSRNOG00000009153.6
N0.HOG0012740	OG0011559	n0	ENSCAFG00000000873.5	ENSG00000138944.8	ENSMFAG00000041410.1	ENSMUSG00000062760.11	ENSRNOG00000052725.1
N0.HOG0012741	OG0011560	n0	ENSCAFG00000017207.4	ENSG00000113328.19	ENSMFAG00000035711.1	ENSMUSG00000020326.7	ENSRNOG00000003256.7
N0.HOG0012742	OG0011561	n0	ENSCAFG00000016023.5	ENSG00000163050.17	ENSMFAG00000045043.1	ENSMUSG00000026489.13	ENSRNOG00000043201.2
N0.HOG0012743	OG0011562	n0	ENSCAFG00000004170.5	ENSG00000134815.19	ENSMFAG00000032991.1	ENSMUSG00000006019.15	ENSRNOG00000047575.2
N0.HOG0012744	OG0011563	n0	ENSCAFG00000000587.5	ENSG00000083307.12	ENSMFAG00000032722.1	ENSMUSG00000022286.16	ENSRNOG00000007000.7
N0.HOG0012745	OG0011564	n0	ENSCAFG00000002067.2	ENSG00000106688.12	ENSMFAG00000038163.1	ENSMUSG00000024935.11	ENSRNOG00000014816.7
N0.HOG0012746	OG0011565	n0	ENSCAFG00000017862.4	ENSG00000141425.18	ENSMFAG00000000125.1	ENSMUSG00000040446.4	ENSRNOG00000016036.7
N0.HOG0012747	OG0011566	n0	ENSCAFG00000030882.2	ENSG00000163519.14	ENSMFAG00000002057.1	ENSMUSG00000030775.11	ENSRNOG00000029564.4
N0.HOG0012748	OG0011567	n0	ENSCAFG00000009831.6	ENSG00000185238.13	ENSMFAG00000038053.1	ENSMUSG00000030505.17	ENSRNOG00000014829.6
N0.HOG0012749	OG0011568	n0	ENSCAFG00000009301.4	ENSG00000154174.8	ENSMFAG00000039250.1	ENSMUSG00000022752.9	ENSRNOG00000001640.6
N0.HOG0012750	OG0011569	n0	ENSCAFG00000000338.4	ENSG00000152822.14	ENSMFAG00000039075.1	ENSMUSG00000019828.13	ENSRNOG00000014290.7
N0.HOG0012751	OG0011570	n0	ENSCAFG00000014572.4	ENSG00000173486.14	ENSMFAG00000002773.1, ENSMFAG00000039863.1		ENSRNOG00000021153.6
N0.HOG0012752	OG0011571	n0	ENSCAFG00000005873.3	ENSG00000131378.14	ENSMFAG00000043580.1	ENSMUSG00000039316.14	ENSRNOG00000011321.7
N0.HOG0012753	OG0011572	n0	ENSCAFG00000007436.4	ENSG00000145743.17	ENSMFAG00000042858.1	ENSMUSG00000023965.13	ENSRNOG00000013875.7
N0.HOG0012754	OG0011573	n0	ENSCAFG00000029153.2	ENSG00000198300.14	ENSMFAG00000001977.1	ENSMUSG00000002265.17	ENSRNOG00000014791.8
N0.HOG0012755	OG0011574	n0	ENSCAFG00000001856.4	ENSG00000127954.12	ENSMFAG00000032562.1	ENSMUSG00000012428.9	ENSRNOG00000008602.8
N0.HOG0012756	OG0011575	n0	ENSCAFG00000011415.4	ENSG00000005059.16	ENSMFAG00000031082.1	ENSMUSG00000027994.14	ENSRNOG00000009433.7
N0.HOG0012757	OG0011576	n0	ENSCAFG00000009013.4	ENSG00000174808.12	ENSMFAG00000041065.1	ENSMUSG00000082361.6	ENSRNOG00000002728.7
N0.HOG0012758	OG0011577	n0	ENSCAFG00000013690.4	ENSG00000198807.13	ENSMFAG00000004012.1	ENSMUSG00000001497.18	ENSRNOG00000008826.5
N0.HOG0012759	OG0011578	n0	ENSCAFG00000020369.3	ENSG00000135740.17	ENSMFAG00000030400.1	ENSMUSG00000014786.8	ENSRNOG00000028844.4
N0.HOG0012760	OG0011579	n0	ENSCAFG00000025196.4	ENSG00000132297.12	ENSMFAG00000003855.1	ENSMUSG00000072511.3	ENSRNOG00000054588.1
N0.HOG0012761	OG0011580	n0	ENSCAFG00000018067.4	ENSG00000089902.10	ENSMFAG00000038028.1	ENSMUSG00000037896.17	ENSRNOG00000008067.6
N0.HOG0012762	OG0011581	n0	ENSCAFG00000015491.4	ENSG00000101940.18	ENSMFAG00000038642.1	ENSMUSG00000031166.13	ENSRNOG00000039587.4
N0.HOG0012763	OG0011582	n0	ENSCAFG00000012963.4	ENSG00000111341.10	ENSMFAG00000003266.1	ENSMUSG00000030218.2	ENSRNOG00000005695.5
N0.HOG0012764	OG0011583	n0	ENSCAFG00000019542.4	ENSG00000187535.14	ENSMFAG00000038575.1	ENSMUSG00000024169.16	ENSRNOG00000016545.7
N0.HOG0012765	OG0011584	n0	ENSCAFG00000003277.4	ENSG00000151360.10	ENSMFAG00000003843.1	ENSMUSG00000020636.14	ENSRNOG00000008299.7
N0.HOG0012766	OG0011585	n0	ENSCAFG00000009157.5	ENSG00000163623.9	ENSMFAG00000001976.1	ENSMUSG00000035187.10	ENSRNOG00000002149.3
N0.HOG0012767	OG0011586	n0	ENSCAFG00000011971.5	ENSG00000117595.12	ENSMFAG00000033961.1	ENSMUSG00000026638.15	ENSRNOG00000005082.5
N0.HOG0012768	OG0011587	n0	ENSCAFG00000017528.6	ENSG00000176160.11	ENSMFAG00000034079.1	ENSMUSG00000070345.3	ENSRNOG00000056793.1
N0.HOG0012769	OG0011588	n0	ENSCAFG00000001497.4	ENSG00000128607.14	ENSMFAG00000041650.1	ENSMUSG00000029775.14	ENSRNOG00000010267.7
N0.HOG0012770	OG0011589	n0	ENSCAFG00000029621.2	ENSG00000177076.6	ENSMFAG00000003867.1	ENSMUSG00000038007.14	ENSRNOG00000007637.6
N0.HOG0012771	OG0011590	n0	ENSCAFG00000016022.5	ENSG00000134962.7	ENSMFAG00000003644.1	ENSMUSG00000029195.10	ENSRNOG00000002834.6
N0.HOG0012772	OG0011591	n0	ENSCAFG00000006950.4	ENSG00000185591.10	ENSMFAG00000045267.1	ENSMUSG00000001280.13	ENSRNOG00000014084.6
N0.HOG0012773	OG0011592	n0	ENSCAFG00000011160.3	ENSG00000163428.4	ENSMFAG00000003454.1	ENSMUSG00000034158.9	ENSRNOG00000027151.5
N0.HOG0012774	OG0011593	n0	ENSCAFG00000004514.5	ENSG00000215475.5	ENSMFAG00000000091.1	ENSMUSG00000091722.2	ENSRNOG00000043061.2
N0.HOG0012775	OG0011594	n0	ENSCAFG00000032313.2	ENSG00000104760.17	ENSMFAG00000000718.1	ENSMUSG00000031594.9	ENSRNOG00000010714.7
N0.HOG0012776	OG0011595	n0	ENSCAFG00000014225.5	ENSG00000116183.11	ENSMFAG00000040580.1	ENSMUSG00000073530.11	ENSRNOG00000042860.4
N0.HOG0012777	OG0011596	n0	ENSCAFG00000012892.4	ENSG00000139055.7	ENSMFAG00000000450.1	ENSMUSG00000030219.13	ENSRNOG00000005787.6
N0.HOG0012778	OG0011597	n0	ENSCAFG00000020168.4	ENSG00000137948.18	ENSMFAG00000044939.1	ENSMUSG00000029279.15	ENSRNOG00000002073.7
N0.HOG0012779	OG0011598	n0	ENSCAFG00000001766.4	ENSG00000136381.13	ENSMFAG00000039630.1	ENSMUSG00000032293.8	ENSRNOG00000013271.5
N0.HOG0012780	OG0011599	n0	ENSCAFG00000012883.4	ENSG00000111348.9	ENSMFAG00000040353.1	ENSMUSG00000030220.13	ENSRNOG00000005809.7
N0.HOG0012781	OG0011600	n0	ENSCAFG00000028684.2	ENSG00000171135.15	ENSMFAG00000038434.1	ENSMUSG00000051256.10	ENSRNOG00000009175.5
N0.HOG0012782	OG0011601	n0	ENSCAFG00000030589.2	ENSG00000188266.14	ENSMFAG00000041819.1	ENSMUSG00000035878.13	ENSRNOG00000013419.5
N0.HOG0012783	OG0011602	n0	ENSCAFG00000001745.5	ENSG00000169684.13	ENSMFAG00000039718.1	ENSMUSG00000035594.10	ENSRNOG00000013610.7
N0.HOG0012784	OG0011603	n0	ENSCAFG00000009713.3	ENSG00000134200.4	ENSMFAG00000000330.1	ENSMUSG00000027857.10	ENSRNOG00000016793.4
N0.HOG0012785	OG0011604	n0	ENSCAFG00000007095.4	ENSG00000266964.6	ENSMFAG00000041184.1	ENSMUSG00000036570.14	ENSRNOG00000021079.4
